,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
142003,692960,1691,330000,24303   22ND PL S  98198,24303,22ND                     ,98198,1.0,7,1260,0,0,0,1260,0,0,0,0,530,N,0,0,0,5,2,3,0,0,2,1,0,0,0,1980,0,3,22,21,NW,88.0,3.0,DES MOINES,7500,2,2,4,0,0,0,12/13/2019,2019
142016,701610,290,700000,11710  NE 155TH ST   98011,11710,155TH                    ,98011,2.0,7,1730,0,1010,0,2670,0,0,0,0,0,N,140,0,0,5,2,4,1,1,1,1,1,0,0,1969,0,3,26,16,SW,73.0,5.0,KIRKLAND,7053,2,2,4,2,0,0,05/03/2019,2019
142019,710060,15,489000,10817   36TH AVE SW  98146,10817,36TH                     ,98146,1.0,7,890,0,0,0,890,0,0,0,0,0,N,0,0,0,4,3,2,0,0,1,0,0,0,0,1948,0,3,23,2,SE,17.0,4.0,SEATTLE,6254,2,2,4,0,0,0,04/01/2019,2019
142022,711650,650,327000,711   8TH ST SE  98002,711  ,8TH                      ,98002,1.5,6,850,450,0,0,1300,0,0,0,0,430,N,0,0,0,4,3,4,0,0,1,0,1,0,0,1945,0,5,21,18,SW,28.0,8.0,AUBURN,3503,2,2,4,2,0,0,09/01/2019,2019
142039,701420,11,950000,1508   1ST AVE N  ,1508 ,1ST                      ,,2.0,9,640,0,640,0,1850,570,570,9,0,0,Y,0,0,0,7,3,3,1,1,1,0,0,0,0,2018,0,3,25,19,SW,12.0,9.0,SEATTLE,1732,2,2,4,2,0,0,02/04/2019,2019
142041,700770,285,1210000,5326  SW MANNING ST   98116,5326 ,MANNING                  ,98116,2.0,7,1550,0,900,0,2450,1430,0,0,0,140,Y,0,0,190,5,1,4,1,0,3,0,1,0,1,1953,0,5,24,15,NE,16.0,5.0,SEATTLE,6000,2,2,4,2,0,0,07/08/2019,2019
142094,701070,1040,520000,4443   28TH PL W  98199,4443 ,28TH                     ,98199,1.0,6,980,0,0,0,980,780,0,0,0,0, ,0,80,130,5,2,3,0,0,1,1,0,0,0,1927,0,3,25,14,NW,11.0,3.0,SEATTLE,4000,2,2,4,2,0,0,08/29/2019,2019
142095,701120,20,970000,2216   11TH AVE W  98119,2216 ,11TH                     ,98119,1.0,7,1110,0,0,0,2150,1040,1040,6,0,0,Y,240,0,0,5,2,4,0,1,1,1,0,0,0,1919,0,3,25,24,SW,12.0,9.0,SEATTLE,3729,2,2,4,2,0,0,06/06/2019,2019
142104,701320,100,880000,2447   4TH AVE W  98119,2447 ,4TH                      ,98119,1.5,8,860,540,0,0,1400,680,0,0,0,0,N,180,0,0,5,1,3,0,0,1,1,0,0,0,1910,0,3,25,24,NE,12.0,2.0,SEATTLE,4800,2,2,4,2,0,0,06/18/2019,2019
142126,701720,120,538100,11026   FREMONT AVE N  98133,11026,FREMONT                  ,98133,1.0,6,930,0,0,0,930,400,0,0,0,300, ,100,0,0,5,2,2,0,0,1,1,0,0,0,1939,0,3,26,30,SW,6.0,4.0,SEATTLE,6581,2,2,4,0,0,0,12/24/2019,2019
142133,710410,35,750000,5923   48TH AVE SW  98136,5923 ,48TH                     ,98136,1.5,7,890,580,0,0,2360,890,890,7,0,0,N,0,0,180,7,3,4,0,0,2,1,0,0,0,1926,0,4,24,23,SW,16.0,7.0,SEATTLE,5166,2,2,4,2,0,1,05/23/2019,2019
142162,247352,80,467000,15813  SE 167TH PL   98058,15813,167TH                    ,98058,1.0,8,1440,0,0,0,1860,770,420,8,350,200,Y,0,0,190,5,2,3,1,1,1,0,1,0,0,1978,0,3,23,26,NE,30.0,3.0,KING COUNTY,7700,2,2,4,0,0,0,08/27/2019,2019
142167,711100,10,726250,2157  N 183RD PL   98133,2157 ,183RD                    ,98133,1.0,7,1440,0,0,0,1780,1390,340,7,0,0,Y,40,0,240,5,2,5,0,2,1,0,1,0,1,1964,0,4,26,8,NW,2.0,8.0,SHORELINE,7972,2,2,4,2,0,0,06/24/2019,2019
142168,711600,120,425000,721   6TH ST SE  98002,721  ,6TH                      ,98002,1.0,7,1830,0,0,0,1830,1830,0,0,500,0,N,0,0,0,7,3,3,0,1,1,0,1,0,1,1947,0,4,21,18,SW,28.0,8.0,AUBURN,11793,2,2,4,2,0,0,07/19/2019,2019
142191,711650,745,319000,815   7TH ST SE  98002,815  ,7TH                      ,98002,1.0,5,1550,0,0,0,1330,820,0,0,0,0, ,40,0,140,5,1,3,0,0,1,0,0,0,0,1947,0,4,21,18,SE,28.0,8.0,AUBURN,7828,2,2,4,2,0,0,11/22/2019,2019
142192,701120,875,835000,1910   8TH AVE W  98119,1910 ,8TH                      ,98119,1.5,8,980,380,0,0,2280,920,920,6,0,0,N,0,0,290,5,2,2,0,1,1,0,0,1,0,1904,1990,3,25,24,SW,12.0,9.0,SEATTLE,3600,2,2,4,2,0,0,07/10/2019,2019
142197,701120,1283,870000,916  W HOWE ST   ,916  ,HOWE                     ,,2.0,8,550,0,550,0,1630,530,530,8,0,0,Y,0,0,400,7,2,3,1,1,1,1,0,0,0,2015,0,3,25,24,SW,12.0,9.0,SEATTLE,1121,2,2,4,2,0,0,05/02/2019,2019
142239,712830,720,869000,2020  S NYE PL   98144,2020 ,NYE                      ,98144,1.5,7,1580,760,0,0,2630,290,290,6,0,0, ,0,0,0,5,2,4,0,1,1,0,0,0,0,1906,0,5,24,4,SW,15.0,3.0,SEATTLE,6000,2,2,4,2,0,0,07/16/2019,2019
142297,712930,965,775000,9828   62ND AVE S  98118,9828 ,62ND                     ,98118,1.0,8,2350,0,0,0,4420,2310,2070,7,240,0,Y,60,0,300,6,2,6,0,2,2,1,0,0,0,1910,0,4,23,2,NE,22.0,3.0,SEATTLE,8475,2,2,4,2,0,0,03/26/2019,2019
142334,701600,350,650000,11659  NE 155TH ST   98034,11659,155TH                    ,98034,1.5,7,1740,380,0,0,2120,0,0,0,0,420,N,0,0,0,5,2,4,0,1,1,1,0,0,0,1968,0,3,26,16,SW,73.0,5.0,KIRKLAND,7480,2,2,4,2,0,0,12/12/2019,2019
142338,712000,130,379000,8001  NE 150TH ST   98028,8001 ,150TH                    ,98028,2.0,7,610,0,830,0,1440,0,0,0,0,400, ,120,0,120,5,2,2,1,0,2,0,1,0,0,1990,0,3,26,13,SE,37.0,1.0,KENMORE,4796,2,2,4,2,0,0,01/17/2019,2019
142357,701070,505,800000,4349   30TH AVE W  98199,4349 ,30TH                     ,98199,1.5,8,1190,730,0,0,1920,1190,0,0,0,210, ,130,0,0,5,2,4,0,1,1,0,0,1,0,1929,0,3,25,14,NW,11.0,3.0,SEATTLE,4000,2,2,4,2,0,0,04/26/2019,2019
142363,711650,890,320000,621   7TH ST SE  98002,621  ,7TH                      ,98002,1.0,6,920,0,0,0,1520,920,600,5,0,0,N,170,0,0,5,2,2,0,0,1,0,0,1,0,1921,0,5,21,18,SW,28.0,8.0,AUBURN,4120,2,2,4,2,0,0,03/01/2019,2019
142378,712930,445,290000,10043   62ND AVE S  98178,10043,62ND                     ,98178,1.0,6,740,0,0,0,740,0,0,0,0,0, ,60,0,0,4,3,2,0,1,0,1,0,0,0,1947,0,3,23,2,NE,22.0,3.0,SEATTLE,5650,2,2,4,2,0,0,08/19/2019,2019
142387,701120,1466,685000,1914 B  11TH AVE W  ,1914 ,11TH                     ,,2.0,8,360,0,360,0,1030,310,310,8,0,0,N,20,0,50,6,2,2,0,1,1,1,0,0,0,2005,0,3,25,24,SW,12.0,9.0,SEATTLE,1073,2,2,4,2,0,0,12/17/2019,2019
142394,701520,375,890000,3323   9TH AVE W  98119,3323 ,9TH                      ,98119,1.0,8,1180,0,0,0,1980,1020,800,7,200,0,N,0,0,170,5,1,2,0,1,1,1,0,0,0,1949,0,3,25,13,SW,12.0,2.0,SEATTLE,4875,2,2,4,2,0,0,08/27/2019,2019
142443,701610,560,770000,11719  NE 150TH PL   98034,11719,150TH                    ,98034,1.0,7,1840,0,0,0,3090,1730,1250,7,480,0,Y,0,0,140,5,2,4,0,2,1,0,1,0,1,1970,0,4,26,16,SW,73.0,5.0,KIRKLAND,7210,2,2,4,2,0,0,06/05/2019,2019
142445,701800,450,665000,8407  NE 169TH PL   98028,8407 ,169TH                    ,98028,2.0,7,1050,0,1020,0,2070,0,0,0,0,460,N,0,0,180,5,3,3,1,1,1,0,1,0,0,1987,0,3,26,7,SW,37.0,3.0,KENMORE,12515,2,2,4,2,0,0,07/09/2019,2019
142446,710060,35,559000,10822   37TH AVE SW  98146,10822,37TH                     ,98146,1.0,7,1170,0,0,0,1970,1170,800,6,0,0,N,0,0,0,5,1,3,0,0,1,1,0,0,0,1948,0,4,23,2,SE,17.0,4.0,SEATTLE,6195,2,2,4,0,0,0,10/07/2019,2019
142459,709000,10,420000,27616   MARINE VIEW DR S  98198,27616,MARINE VIEW              ,98198,2.0,8,1240,0,1300,0,1500,0,0,0,0,0,N,60,0,560,5,3,3,0,0,2,1,0,0,0,1977,0,3,22,32,NE,52.0,10.0,DES MOINES,12770,2,2,4,2,0,0,09/26/2019,2019
142496,711650,125,319900,407   6TH ST SE  98002,407  ,6TH                      ,98002,1.0,5,850,0,0,0,1700,850,850,5,0,0,N,0,100,0,5,2,2,0,0,2,0,0,0,0,1927,0,5,21,18,SW,28.0,8.0,AUBURN,3171,2,2,4,2,0,0,01/22/2019,2019
142500,701520,1095,955000,3050   11TH AVE W  98119,3050 ,11TH                     ,98119,1.0,8,1210,0,0,0,2210,1210,1000,7,0,0,N,0,0,0,5,2,4,1,1,1,0,1,0,1,1952,0,3,25,13,SW,12.0,2.0,SEATTLE,5200,2,2,4,2,0,2,12/06/2019,2019
142512,711600,285,308000,815   8TH ST SE  98002,815  ,8TH                      ,98002,1.0,6,1075,0,0,0,1075,0,0,0,0,0,N,30,0,0,4,3,3,0,0,1,0,0,0,0,1957,0,4,21,18,SE,28.0,8.0,AUBURN,4864,2,2,4,2,0,0,12/18/2019,2019
142540,712930,75,795500,7256  S RYAN ST   98178,7256 ,RYAN                     ,98178,1.0,7,1290,0,0,0,2390,1290,1100,7,0,0,N,90,0,0,5,2,4,0,1,1,0,1,0,1,1960,0,3,23,1,NW,25.0,2.0,SEATTLE,6480,2,2,4,2,0,0,10/07/2019,2019
142541,712930,610,475000,9836   59TH AVE S  98118,9836 ,59TH                     ,98118,1.0,6,1090,0,0,0,1390,1090,300,6,0,0, ,0,0,0,5,1,3,0,1,1,0,1,0,1,1952,0,3,23,2,NE,22.0,3.0,SEATTLE,7350,2,2,4,2,0,0,07/17/2019,2019
142552,712930,3730,499000,9336   56TH AVE S  98118,9336 ,56TH                     ,98118,1.5,7,1220,350,0,0,1570,0,0,0,0,0,N,0,0,0,1,3,3,0,0,3,0,0,0,0,1957,0,5,24,35,SW,22.0,3.0,SEATTLE,5500,2,2,4,2,0,0,06/25/2019,2019
142576,701600,190,690000,11601  NE 150TH PL   98034,11601,150TH                    ,98034,2.0,7,1270,0,1010,0,2280,0,0,0,0,460,N,140,410,0,5,2,4,1,1,1,0,2,0,0,1968,0,3,26,16,SW,73.0,5.0,KIRKLAND,8469,2,2,4,2,0,2,08/18/2019,2019
142582,701800,80,669000,8424  NE 169TH PL   98028,8424 ,169TH                    ,98028,1.0,7,2050,0,0,0,2050,0,0,0,0,880,N,120,0,190,5,2,4,0,1,1,1,0,0,0,1962,0,4,26,7,SW,37.0,3.0,KENMORE,12100,2,2,4,2,0,0,10/10/2019,2019
142583,701800,280,775000,8609  NE 169TH ST   98028,8609 ,169TH                    ,98028,1.0,8,1380,0,0,0,2000,1300,620,7,680,210,Y,0,0,200,5,2,4,0,2,1,0,1,0,1,1975,0,3,26,7,SW,37.0,3.0,KENMORE,28800,2,2,4,2,0,0,05/02/2019,2019
142588,710000,250,635000,3516  SW 108TH ST   98146,3516 ,108TH                    ,98146,1.0,7,1400,0,0,0,1400,0,0,0,0,310, ,0,0,0,5,1,3,0,0,1,1,0,0,0,1948,0,3,23,2,SE,17.0,4.0,SEATTLE,8710,2,2,4,0,0,0,03/06/2019,2019
142603,712830,310,780000,2012  S NORMAN ST   98144,2012 ,NORMAN                   ,98144,2.0,8,636,0,615,0,1675,640,424,7,216,0, ,20,0,40,5,2,3,1,0,2,0,0,0,0,2001,0,3,24,4,SW,15.0,3.0,SEATTLE,3000,2,2,4,2,0,0,02/21/2019,2019
142670,326230,840,1034000,2626   78TH AVE NE  98039,2626 ,78TH                     ,98039,1.0,6,680,0,0,0,1030,680,350,4,0,0,N,0,0,130,5,1,2,0,0,1,1,0,0,0,1946,0,3,25,24,SE,33.0,5.0,MEDINA,8120,2,2,4,2,0,0,05/06/2019,2019
142673,327130,955,1198000,3255   VIEWMONT WAY W  98199,3255 ,VIEWMONT                 ,98199,2.0,9,1020,0,710,0,2190,770,460,8,310,0,N,0,0,0,5,2,4,0,2,1,0,1,0,0,1943,0,5,25,15,SW,11.0,5.0,SEATTLE,4350,2,2,4,0,0,1,09/09/2019,2019
142703,670511,100,585000,6523   115TH PL SE  98006,6523 ,115TH                    ,98006,2.0,8,880,0,570,0,1450,0,0,0,0,440,N,0,0,0,5,2,3,1,0,2,1,0,0,0,1986,0,3,24,29,NE,64.0,5.0,BELLEVUE,1928,2,2,3,2,0,0,04/23/2019,2019
142705,670512,280,535000,6719   113TH PL SE  98006,6719 ,113TH                    ,98006,2.0,8,916,0,498,0,1414,0,0,0,0,462,N,0,0,0,5,2,2,1,0,2,1,0,0,0,1986,0,3,24,29,NE,64.0,5.0,BELLEVUE,1960,2,2,3,2,0,1,08/08/2019,2019
142777,671670,790,506000,7316   11TH AVE NE  98115,7316 ,11TH                     ,98115,2.0,7,850,0,670,0,1520,190,0,0,0,0,N,0,0,0,1,2,4,1,0,1,0,0,0,0,1912,0,2,25,5,SE,45.0,4.0,SEATTLE,5000,2,2,4,2,0,1,03/26/2019,2019
142807,675230,10,415000,14519  SE 196TH PL   98058,14519,196TH                    ,98058,1.0,7,1320,0,0,0,1590,530,270,7,260,200,Y,0,0,60,5,3,3,1,0,1,1,0,0,0,1981,0,3,22,3,NE,51.0,2.0,KING COUNTY,10645,2,2,4,2,0,0,08/12/2019,2019
142843,674370,377,730000,12721  NE 107TH PL   98033,12721,107TH                    ,98033,1.0,7,1440,0,0,0,1440,0,0,0,0,0, ,100,0,800,4,3,3,1,0,1,1,0,0,0,1967,0,3,26,33,SE,93.0,7.0,KIRKLAND,9546,2,2,4,2,0,0,12/04/2019,2019
142858,674370,258,929950,12704  NE 101ST PL   98033,12704,101ST                    ,98033,2.0,8,1060,0,900,0,1960,0,0,0,0,600, ,90,0,0,5,2,3,1,0,2,0,1,0,0,1989,0,3,26,33,SE,93.0,7.0,KIRKLAND,7211,2,2,4,2,0,0,04/24/2019,2019
142897,675080,40,1150000,1406   163RD PL SE  98008,1406 ,163RD                    ,98008,1.0,8,1290,0,0,0,1770,1220,480,7,570,110,Y,0,0,390,5,3,3,0,1,1,0,1,0,1,1977,0,5,24,2,NE,67.0,14.0,BELLEVUE,9638,2,2,4,0,0,0,05/17/2019,2019
142909,678820,876,1150000,2425  E CALHOUN ST   98112,2425 ,CALHOUN                  ,98112,1.0,8,1000,0,0,0,1700,700,700,7,0,0,N,50,0,50,5,2,2,0,0,2,1,0,0,0,1922,0,4,25,21,NE,13.0,5.0,SEATTLE,5000,2,2,4,0,0,0,01/25/2019,2019
142913,678820,2250,951000,1620  E MCGRAW ST   98112,1620 ,MCGRAW                   ,98112,1.5,7,830,480,0,0,1310,830,0,0,0,0, ,50,0,160,5,2,3,0,0,1,0,1,0,0,1926,0,3,25,21,NW,13.0,5.0,SEATTLE,4000,2,2,4,0,0,0,08/06/2019,2019
142920,674670,320,985000,5230   12TH AVE NE  98105,5230 ,12TH                     ,98105,2.0,7,800,0,780,0,2460,880,880,7,0,0, ,80,40,0,7,2,6,0,1,2,0,1,0,0,1904,0,4,25,8,SE,44.0,6.0,SEATTLE,2682,2,2,4,2,0,0,06/20/2019,2019
142923,674670,566,825000,1103  NE 55TH ST   98105,1103 ,55TH                     ,98105,1.5,7,1250,340,0,0,1590,770,0,0,240,0, ,0,0,0,5,2,3,0,0,1,1,0,0,0,1924,0,4,25,8,SE,44.0,6.0,SEATTLE,3300,2,2,4,2,0,2,09/05/2019,2019
142945,675010,45,315000,230   O ST SE  98002,230  ,O                        ,98002,1.0,7,1140,0,0,0,1140,0,0,0,0,260,N,0,0,0,5,2,3,0,0,1,1,0,0,0,1958,0,4,21,18,SE,28.0,11.0,AUBURN,8140,2,2,4,2,0,0,11/26/2019,2019
142947,675105,20,1120000,16148  SE 16TH ST   98008,16148,16TH                     ,98008,1.0,7,1280,0,0,0,2000,1120,720,7,400,0,Y,0,0,300,5,2,3,0,2,1,1,0,0,0,1981,0,5,24,2,NE,67.0,14.0,BELLEVUE,19375,2,2,4,2,0,1,03/13/2019,2019
142948,675130,260,750000,2567   155TH AVE SE  98007,2567 ,155TH                    ,98007,1.0,7,1410,0,0,0,1410,0,0,0,0,460,N,120,0,0,5,2,3,1,0,1,1,0,0,1,1956,0,5,24,11,NW,67.0,8.0,BELLEVUE,8000,2,2,4,0,0,0,11/12/2019,2019
142984,675050,40,760000,2256   151ST PL SE  98007,2256 ,151ST                    ,98007,1.0,7,1110,0,0,0,1620,510,510,7,0,0,Y,210,0,0,5,2,3,1,0,1,1,0,1,0,1955,0,4,24,2,SW,67.0,8.0,BELLEVUE,10419,2,2,4,0,0,0,10/15/2019,2019
142997,674370,110,1036000,10220   124TH AVE NE  ,10220,124TH                    ,,2.0,9,1560,0,1790,0,3350,0,0,0,0,430, ,60,0,0,5,2,5,1,0,3,1,0,0,0,2015,0,3,26,33,SE,93.0,7.0,KIRKLAND,7700,2,2,4,2,0,1,07/17/2019,2019
142998,674370,110,1055000,10220   124TH AVE NE  ,10220,124TH                    ,,2.0,9,1560,0,1790,0,3350,0,0,0,0,430, ,60,0,0,5,2,5,1,0,3,1,0,0,0,2015,0,3,26,33,SE,93.0,7.0,KIRKLAND,7700,2,2,4,2,0,1,08/22/2019,2019
143007,675010,5,342000,201   O ST SE  98002,201  ,O                        ,98002,1.0,7,1590,0,0,0,1590,0,0,0,0,0,N,0,0,0,5,1,2,0,0,1,1,0,0,1,1958,0,4,21,18,SE,28.0,11.0,AUBURN,8250,2,2,4,2,0,0,08/19/2019,2019
143011,677520,56,790000,4802  SW HINDS ST   98116,4802 ,HINDS                    ,98116,1.0,7,1140,0,0,0,2080,1140,940,7,200,0,Y,0,0,0,5,1,3,0,0,1,0,1,0,1,1965,0,3,24,14,NW,48.0,9.0,SEATTLE,5412,2,2,4,0,0,0,02/15/2019,2019
143012,677800,100,527500,12624   60TH AVE S  98178,12624,60TH                     ,98178,1.0,7,1370,0,0,0,2210,1370,840,7,530,0,Y,0,0,160,5,1,4,0,1,2,0,1,0,1,1967,0,5,23,11,SE,25.0,1.0,KING COUNTY,5999,2,2,4,0,0,0,10/25/2019,2019
143014,678120,24,482000,2318 A N 113TH PL   98113,2318 ,113TH                    ,98113,2.0,8,560,0,560,0,1280,460,160,8,300,0, ,0,0,0,5,2,3,1,0,2,0,0,0,0,2009,0,3,26,29,SW,6.0,5.0,SEATTLE,1608,2,2,4,0,0,0,06/17/2019,2019
143032,762570,3470,585000,6023   44TH AVE SW  98136,6023 ,44TH                     ,98136,1.0,7,840,0,0,0,840,670,0,0,0,0,N,0,0,220,5,2,2,0,0,1,0,0,0,0,1918,2013,3,24,23,SW,16.0,7.0,SEATTLE,5000,2,2,4,2,0,0,07/18/2019,2019
143056,674470,875,837000,3925  NE 157TH PL   98155,3925 ,157TH                    ,98155,2.5,9,1350,460,670,0,3780,1300,1300,8,0,580,Y,0,0,220,5,3,4,0,1,2,0,1,0,1,1977,0,3,26,15,NW,8.0,3.0,LAKE FOREST PARK,7200,2,2,3,0,0,0,01/30/2019,2019
143067,675270,40,520000,20204   20TH PL NE  98155,20204,20TH                     ,98155,1.0,7,1270,0,0,0,1870,1220,600,6,600,0,Y,0,0,50,7,3,4,1,0,1,0,1,0,1,1958,0,3,26,4,NW,3.0,5.0,SHORELINE,7526,2,2,4,2,0,0,07/24/2019,2019
143073,678820,656,965000,1912  E MCGRAW ST   98112,1912 ,MCGRAW                   ,98112,1.0,7,1140,0,0,0,1840,1100,700,6,220,0, ,70,0,0,5,2,3,0,0,1,1,0,0,0,1921,0,5,25,21,NW,13.0,5.0,SEATTLE,3800,2,2,4,0,0,0,06/19/2019,2019
143078,675105,40,902000,16239  SE PHANTOM WAY   98008,16239,PHANTOM                  ,98008,1.0,7,1280,0,0,0,2000,1120,720,7,400,0,Y,0,0,300,5,3,4,0,0,3,1,0,0,0,1981,0,3,24,2,NE,67.0,14.0,BELLEVUE,19662,2,2,4,2,0,1,05/06/2019,2019
143091,674970,120,515000,718 I N 94TH ST   98103,718  ,94TH                     ,98103,2.0,8,490,0,490,0,1190,470,210,8,260,0,Y,0,0,30,5,2,3,1,1,1,1,0,0,0,1998,0,3,26,31,SW,6.0,6.0,SEATTLE,1376,2,2,4,2,0,0,05/16/2019,2019
143122,676270,439,949500,1136 B  10TH AVE E  ,1136 ,10TH                     ,,2.0,9,520,0,480,0,1510,510,510,9,0,0,Y,0,80,810,3,2,3,1,1,1,0,0,0,0,2017,0,3,25,29,NE,13.0,3.0,SEATTLE,1208,2,2,4,2,0,1,04/04/2019,2019
143144,678120,49,560000,2311  N 113TH PL   ,2311 ,113TH                    ,,2.0,8,680,0,580,0,1450,400,190,8,210,0,N,0,0,90,5,2,2,1,1,0,0,0,0,0,2015,0,3,26,29,SW,6.0,5.0,SEATTLE,1460,2,2,4,0,0,0,08/07/2019,2019
143167,674970,67,525000,755 B N 95TH ST   ,755  ,95TH                     ,,2.0,8,510,0,510,0,1230,420,210,8,210,0,Y,10,0,0,5,2,3,1,1,1,1,0,0,0,2007,0,3,26,31,SW,6.0,6.0,SEATTLE,1223,2,2,4,2,0,0,04/19/2019,2019
143169,674970,102,400000,726 A N 94TH ST   98103,726  ,94TH                     ,98103,2.0,8,680,0,720,0,1590,460,190,8,270,0,Y,190,0,180,1,2,2,1,0,2,1,0,0,0,1994,0,3,26,31,SW,6.0,6.0,SEATTLE,1090,2,2,4,0,0,0,07/08/2019,2019
143178,675260,610,425000,22509   125TH PL SE  98031,22509,125TH                    ,98031,1.0,7,1330,0,0,0,1330,0,0,0,0,670,N,120,0,240,5,2,3,0,1,1,1,0,0,0,1994,0,3,22,16,NE,29.0,2.0,KENT,7815,2,2,4,2,0,0,04/02/2019,2019
143203,679085,650,1120000,1250   PINE CREST CIR NE  98029,1250 ,PINE CREST               ,98029,2.0,9,1270,0,1770,0,3040,0,0,0,0,430,N,120,0,100,7,3,4,1,0,2,0,0,1,0,2015,0,3,24,26,NW,75.0,9.0,ISSAQUAH,3237,2,2,4,2,0,0,08/15/2019,2019
143207,679100,580,912999,21812  SE 33RD PL   98075,21812,33RD                     ,98075,2.0,8,1930,0,1350,0,3280,0,0,0,0,580,N,0,0,0,5,2,4,0,0,3,1,0,0,0,1977,0,4,24,9,SW,69.0,5.0,SAMMAMISH,12530,2,2,4,2,0,0,11/05/2019,2019
143209,675260,80,489900,22908   127TH AVE SE  98031,22908,127TH                    ,98031,2.0,7,1030,0,1060,0,2090,0,0,0,0,630, ,100,0,0,5,2,4,1,0,2,1,0,0,0,1996,0,3,22,16,NE,29.0,2.0,KENT,8821,2,2,4,2,0,0,04/25/2019,2019
143239,675255,70,875000,17019   183RD PL NE  98072,17019,183RD                    ,98072,1.0,9,2310,0,0,0,2310,0,0,0,0,660, ,0,0,0,5,2,4,1,0,2,1,0,0,0,1995,0,3,26,7,SW,36.0,1.0,KING COUNTY,35281,2,1,4,2,0,0,12/17/2019,2019
143262,679070,440,867000,3115   213TH PL SE  98075,3115 ,213TH                    ,98075,2.0,8,1310,0,1160,0,2470,0,0,0,0,520,N,0,0,210,5,2,3,1,0,2,1,1,0,0,1987,0,3,24,9,NW,69.0,5.0,SAMMAMISH,12040,2,2,4,2,0,1,08/12/2019,2019
143271,675130,180,1150000,2560   154TH AVE SE  98007,2560 ,154TH                    ,98007,1.0,7,2470,0,0,0,2470,0,0,0,0,440,N,40,0,0,5,2,3,1,2,1,2,0,0,0,1956,2017,3,24,11,NW,67.0,8.0,BELLEVUE,8000,2,2,4,2,0,0,04/09/2019,2019
143276,675270,10,500000,20248   20TH PL NE  98155,20248,20TH                     ,98155,1.0,7,1730,0,0,0,1730,0,0,0,0,0, ,0,0,310,5,3,3,0,1,1,1,0,0,0,1953,0,3,26,4,NW,3.0,5.0,SHORELINE,9200,2,2,4,2,0,0,03/27/2019,2019
143291,675200,340,980000,2319   166TH AVE SE  98008,2319 ,166TH                    ,98008,2.0,8,1370,0,990,0,2360,0,0,0,0,550,N,80,0,0,5,2,4,0,1,1,0,1,0,0,1974,0,4,24,1,SW,67.0,14.0,BELLEVUE,10320,2,2,4,0,0,0,08/01/2019,2019
143300,678820,360,993000,2455   24TH AVE E  98112,2455 ,24TH                     ,98112,1.5,8,860,660,0,0,2180,860,660,7,200,0,N,0,0,270,5,2,3,1,1,1,1,0,0,0,1939,0,5,25,21,NW,13.0,5.0,SEATTLE,4200,2,2,4,0,0,2,01/30/2019,2019
143301,675105,80,1202000,16155  SE 16TH ST   98008,16155,16TH                     ,98008,2.0,9,1220,0,850,0,2070,0,0,0,0,650,N,90,0,690,7,3,3,1,1,1,2,0,0,0,1983,0,3,24,2,SE,67.0,14.0,BELLEVUE,49951,2,2,4,0,0,0,08/18/2019,2019
143308,675150,10,700000,15667  SE 24TH ST   98008,15667,24TH                     ,98008,1.0,7,1060,0,0,0,1060,0,0,0,0,1400,N,80,0,0,5,2,3,1,0,1,1,0,0,0,1965,0,4,24,11,NE,67.0,14.0,BELLEVUE,10000,2,2,4,2,0,1,09/09/2019,2019
143316,675130,490,695000,2530   156TH AVE SE  98007,2530 ,156TH                    ,98007,1.0,7,1730,0,0,0,3150,1730,1420,6,0,480,Y,0,0,0,5,2,4,1,0,1,0,1,0,1,1957,0,3,24,11,NW,67.0,14.0,BELLEVUE,9202,2,2,4,2,0,1,01/09/2019,2019
143335,680610,260,540000,15410   146TH PL SE  98058,15410,146TH                    ,98058,2.0,7,1100,0,1430,0,2530,0,0,0,0,400, ,50,0,0,5,2,4,1,0,2,1,0,0,0,2005,0,3,23,22,SE,84.0,2.0,RENTON,3942,2,2,4,0,0,0,05/21/2019,2019
143345,679100,800,740000,3310   220TH AVE SE  98075,3310 ,220TH                    ,98075,2.0,7,920,0,840,0,1760,0,0,0,0,480,N,70,0,260,5,2,4,1,1,1,1,0,0,0,1977,0,4,24,9,SE,69.0,5.0,SAMMAMISH,12000,2,2,4,2,0,0,07/16/2019,2019
143346,679105,200,1020000,21420 SE SE 34TH PL   98075,21420,34TH                     ,98075,2.0,10,1580,0,1000,0,2580,0,0,0,0,730,N,40,0,0,5,2,3,1,0,2,1,0,0,0,1995,0,3,24,9,SW,69.0,5.0,SAMMAMISH,9966,2,2,4,2,0,0,09/25/2019,2019
