,Major,Minor,SalePrice,Address,BuildingNumber,StreetName,ZipCode,Stories,BldgGrade,SqFt1stFloor,SqFtHalfFloor,SqFt2ndFloor,SqFtUpperFloor,SqFtTotLiving,SqFtTotBasement,SqFtFinBasement,FinBasementGrade,SqFtGarageBasement,SqFtGarageAttached,DaylightBasement,SqFtOpenPorch,SqFtEnclosedPorch,SqFtDeck,HeatSystem,HeatSource,Bedrooms,BathHalfCount,Bath3qtrCount,BathFullCount,FpSingleStory,FpMultiStory,FpFreestanding,FpAdditional,YrBuilt,YrRenovated,Condition,Township,Section,QuarterSection,Area,SubArea,DistrictName,SqFtLot,WaterSystem,SewerSystem,Access,InadequateParking,LotDepthFactor,TrafficNoise,DocumentDate,Date
143353,679300,60,540000,13016   8TH PL SW  98146,13016,8TH                      ,98146,1.5,7,1400,680,0,0,2580,1040,500,6,0,530,Y,80,0,0,5,2,4,0,1,2,1,0,1,0,1913,1967,3,23,18,NW,96.0,4.0,BURIEN,8594,2,2,4,2,0,0,10/02/2019,2019
143377,680110,50,545000,556  N 185TH PL   98133,556  ,185TH                    ,98133,1.0,7,1650,0,0,0,1650,0,0,0,0,0,N,0,0,420,5,2,3,0,2,0,1,0,0,0,1954,0,4,26,6,SW,1.0,7.0,SHORELINE,13247,2,2,4,0,0,1,04/26/2019,2019
143396,679070,410,890000,3103   213TH PL SE  98075,3103 ,213TH                    ,98075,2.0,8,1180,0,1360,0,2540,0,0,0,0,440,N,0,0,1120,5,2,4,1,0,2,0,2,0,0,1987,0,4,24,9,NW,69.0,5.0,SAMMAMISH,14201,2,2,4,2,0,1,07/29/2019,2019
143418,678820,35,795000,2517  E MILLER ST   98112,2517 ,MILLER                   ,98112,1.0,7,870,0,0,0,870,720,0,0,0,0,Y,0,0,220,5,2,4,0,0,1,1,0,0,0,1927,0,3,25,21,NE,13.0,5.0,SEATTLE,4180,2,2,4,0,0,0,03/27/2019,2019
143419,678820,160,925785,2423  E MILLER ST   98112,2423 ,MILLER                   ,98112,1.0,7,1000,0,0,0,1120,1000,120,5,0,0, ,100,0,0,5,2,2,0,0,1,1,0,0,0,1921,0,3,25,21,NE,13.0,5.0,SEATTLE,5000,2,2,4,0,0,0,08/29/2019,2019
143443,680450,50,920000,12916  NE 201ST ST   ,12916,201ST                    ,,2.0,8,1210,0,1770,0,2980,0,0,0,0,420,N,240,0,140,5,2,4,0,1,2,2,0,0,0,2018,0,3,26,4,NE,38.0,5.0,BOTHELL,6557,2,2,4,2,0,0,03/04/2019,2019
143498,678120,13,450000,2308 B N 113TH PL   ,2308 ,113TH                    ,,2.0,7,520,0,520,0,1260,400,220,7,180,0,Y,0,0,0,5,2,3,1,0,1,1,0,0,0,2005,0,3,26,29,SW,6.0,5.0,SEATTLE,1270,2,2,4,2,0,0,08/09/2019,2019
143510,679100,260,799950,3522   221ST AVE SE  98075,3522 ,221ST                    ,98075,1.0,7,1180,0,0,0,2120,1140,940,7,200,200,Y,0,0,100,5,2,4,0,1,2,1,0,0,0,1977,0,4,24,9,SE,69.0,5.0,SAMMAMISH,12233,2,2,4,2,0,0,06/04/2019,2019
143516,679300,70,520000,13010   8TH PL SW  98146,13010,8TH                      ,98146,1.5,7,1300,260,0,0,2060,1300,500,6,0,480, ,150,0,160,5,2,4,0,1,1,0,1,0,1,1967,0,3,23,18,NW,96.0,4.0,BURIEN,7770,2,2,4,2,0,0,04/26/2019,2019
143533,679100,380,790000,22048  SE 33RD ST   98075,22048,33RD                     ,98075,2.0,7,940,0,920,0,1860,0,0,0,0,500,N,50,0,0,5,2,4,1,1,1,1,1,0,0,1977,0,4,24,9,SE,69.0,5.0,SAMMAMISH,15404,2,2,4,2,0,0,07/30/2019,2019
143544,679083,140,1226000,21237  SE 25TH ST   ,21237,25TH                     ,,2.0,10,1630,0,1940,0,3570,0,0,0,0,630, ,50,0,0,5,2,5,0,2,2,1,0,0,0,2012,0,3,24,9,NW,69.0,5.0,SAMMAMISH,7646,2,2,4,2,0,0,03/27/2019,2019
143553,679140,160,299000,32116   227TH AVE SE  98042,32116,227TH                    ,98042,1.0,7,1500,0,0,0,1500,0,0,0,0,710,N,0,0,360,5,2,3,0,1,1,0,0,1,0,1988,0,3,21,16,NE,57.0,6.0,KING COUNTY,13222,2,1,4,0,0,0,10/25/2019,2019
143567,680450,60,879950,12912  NE 201ST ST   ,12912,201ST                    ,,2.0,8,1110,0,1530,0,2640,0,0,0,0,420,N,160,0,0,5,2,4,1,0,2,1,0,0,0,2018,0,3,26,4,NE,38.0,5.0,BOTHELL,5400,2,2,4,2,0,0,01/25/2019,2019
143581,680700,270,660000,21251  SE 262ND ST   98038,21251,262ND                    ,98038,1.0,6,600,0,0,0,600,0,0,0,0,0, ,0,0,400,4,3,1,0,0,1,1,0,0,0,1950,0,3,22,28,NW,56.0,2.0,MAPLE VALLEY,12992,2,2,4,2,0,0,06/28/2019,2019
143609,681040,250,1150000,15923   99TH PL NE  ,15923,99TH                     ,,2.0,9,1540,0,1920,0,3460,0,0,0,0,460, ,220,0,180,5,2,4,0,0,3,1,0,0,0,2018,0,3,26,18,NE,38.0,3.0,BOTHELL,9602,2,2,4,2,0,0,05/07/2019,2019
143633,514500,60,525000,8905  NE 141ST ST   98034,8905 ,141ST                    ,98034,1.0,7,1320,0,0,0,1320,0,0,0,0,0, ,0,0,0,5,2,3,0,0,1,1,0,0,0,1968,0,4,26,19,NW,37.0,2.0,KIRKLAND,7433,2,2,4,2,0,0,12/13/2019,2019
143637,514510,240,529000,9039  NE 141ST ST   98034,9039 ,141ST                    ,98034,1.0,7,790,0,0,0,1530,740,740,7,0,0,Y,0,0,0,4,3,4,0,0,2,0,0,0,0,1972,0,3,26,19,NW,37.0,2.0,KIRKLAND,7202,2,2,4,2,0,0,12/24/2019,2019
143641,679120,210,750000,2238   216TH AVE SE  98075,2238 ,216TH                    ,98075,1.0,7,1300,0,0,0,2240,1250,940,5,0,0,Y,0,0,120,5,2,4,1,1,1,0,1,0,1,1968,0,3,24,4,SW,69.0,5.0,SAMMAMISH,15811,2,1,4,2,0,0,12/13/2019,2019
143661,680460,320,635000,18408   129TH AVE NE  98011,18408,129TH                    ,98011,1.0,8,1440,0,0,0,1880,780,440,7,340,260,Y,0,0,670,5,2,3,0,1,1,1,0,0,0,1980,0,3,26,9,NE,38.0,5.0,BOTHELL,9744,2,2,4,2,0,0,05/02/2019,2019
143675,679100,410,795000,22024  SE 33RD ST   98075,22024,33RD                     ,98075,1.0,7,1290,0,0,0,1960,1290,670,7,310,220,Y,0,0,100,5,2,4,0,1,2,0,1,0,1,1978,0,5,24,9,SE,69.0,5.0,SAMMAMISH,12500,2,2,4,2,0,0,12/07/2019,2019
143678,679100,710,620000,3239   218TH AVE SE  98075,3239 ,218TH                    ,98075,2.0,8,1170,0,1150,0,2320,0,0,0,0,860,N,60,0,0,5,2,4,1,1,1,0,1,0,0,1977,0,3,24,9,SW,69.0,5.0,SAMMAMISH,12825,2,2,4,2,0,0,10/10/2019,2019
143705,681775,230,464500,11445  SE 193RD TER   ,11445,193RD                    ,,2.0,8,725,0,1189,0,1914,0,0,0,0,440, ,60,0,96,5,2,4,1,0,2,1,0,0,0,2010,0,3,22,5,NE,51.0,2.0,KENT,3261,2,2,4,2,0,0,09/05/2019,2019
143718,679083,120,1240000,21261  SE 25TH ST   ,21261,25TH                     ,,2.0,10,1820,0,1940,0,3730,0,0,0,0,500, ,40,0,0,5,2,5,0,2,2,1,0,0,0,2011,0,3,24,9,NW,69.0,5.0,SAMMAMISH,7620,2,2,4,2,0,0,07/03/2019,2019
143726,679110,480,1035000,21606  SE 32ND PL   98075,21606,32ND                     ,98075,1.5,8,2640,570,0,0,3210,0,0,0,0,530,N,670,0,550,5,2,4,1,1,2,1,0,0,0,1969,2012,3,24,9,SW,69.0,5.0,SAMMAMISH,17179,2,2,4,2,0,0,04/03/2019,2019
143759,679220,72,490000,13427  SE 273RD ST   98042,13427,273RD                    ,98042,2.0,8,1010,0,970,0,1980,0,0,0,0,400,N,100,0,0,5,2,4,1,1,1,1,0,0,0,2011,0,3,22,34,NW,62.0,10.0,KENT,7298,2,2,4,2,0,0,07/09/2019,2019
143768,679810,356,786000,11526   17TH AVE NE  98125,11526,17TH                     ,98125,1.0,7,2580,0,0,0,2580,0,0,0,0,0,N,0,0,0,3,3,6,1,1,0,1,0,0,0,2000,0,3,26,28,NW,7.0,5.0,SEATTLE,7102,2,2,4,2,0,0,07/25/2019,2019
143792,679140,270,325000,22522  SE 321ST ST   98042,22522,321ST                    ,98042,1.0,7,1540,0,0,0,1540,0,0,0,0,0,N,0,0,440,5,2,3,1,0,1,0,0,0,0,1973,0,5,21,16,NE,57.0,6.0,KING COUNTY,12670,2,1,4,0,0,0,06/28/2019,2019
143833,681360,870,975000,8017   1ST AVE NE  98115,8017 ,1ST                      ,98115,2.5,7,1070,660,1070,0,2800,1040,0,0,0,0, ,210,0,0,5,2,6,0,1,2,0,0,0,0,1906,0,3,25,5,NW,43.0,9.0,SEATTLE,7440,2,2,4,2,0,2,02/20/2019,2019
143849,680220,30,313500,202   SCHMID ST   98022,202  ,SCHMID                   ,98022,1.0,7,1460,0,0,0,1460,0,0,0,0,400, ,0,0,0,5,2,3,0,0,2,1,0,0,0,1991,0,3,20,25,NW,41.0,3.0,ENUMCLAW,8404,2,2,4,2,0,0,02/27/2019,2019
143861,785199,300,1120000,6726   CASCADE AVE SE  98065,6726 ,CASCADE                  ,98065,2.0,10,1580,0,1750,0,3330,0,0,0,0,720,N,0,0,1200,5,2,4,1,0,2,2,0,0,0,1999,0,3,24,26,NE,75.0,10.0,SNOQUALMIE,11642,2,2,4,0,0,0,07/10/2019,2019
143877,679810,350,883000,11520   17TH AVE NE  98125,11520,17TH                     ,98125,1.0,7,2760,0,0,0,2760,0,0,0,0,0,N,0,0,0,7,3,6,2,1,0,0,0,0,0,1998,0,3,26,28,NW,7.0,5.0,SEATTLE,8040,2,2,4,2,0,0,07/25/2019,2019
143882,679330,120,1090000,23409  SE 49TH ST   98029,23409,49TH                     ,98029,2.0,9,1510,0,1670,0,3180,0,0,0,0,700,N,230,0,460,5,2,5,0,1,2,1,0,0,0,2001,0,3,24,22,NW,69.0,5.0,ISSAQUAH,7084,2,2,4,2,0,0,10/08/2019,2019
143890,675260,1090,560000,12613  SE 228TH CT   98031,12613,228TH                    ,98031,2.0,7,1170,0,1020,0,2970,780,780,7,0,600,Y,50,0,140,5,2,4,1,1,2,1,0,0,0,1996,0,3,22,16,NE,29.0,2.0,KENT,8979,2,2,4,2,0,0,03/20/2019,2019
143897,678820,865,980000,2411  E CALHOUN ST   98112,2411 ,CALHOUN                  ,98112,1.5,8,940,540,0,0,1480,880,0,0,0,0,N,60,0,0,5,2,3,0,0,2,1,0,0,0,1922,0,3,25,21,NE,13.0,5.0,SEATTLE,4000,2,2,4,0,0,0,08/08/2019,2019
143907,680450,40,799950,12922  NE 201ST ST   ,12922,201ST                    ,,2.0,8,910,0,1350,0,2260,0,0,0,0,420,N,110,0,0,5,2,3,1,0,2,1,0,0,0,2018,0,3,26,4,NE,38.0,5.0,BOTHELL,5652,2,2,4,2,0,0,01/17/2019,2019
143938,679810,405,613500,11726   17TH AVE NE  98125,11726,17TH                     ,98125,1.0,7,1030,0,0,0,1030,0,0,0,0,0,N,0,0,0,4,3,2,0,0,1,0,0,1,0,1938,0,3,26,28,NW,7.0,5.0,SEATTLE,8100,2,2,4,0,0,0,02/21/2019,2019
143950,680450,10,889950,12944  NE 201ST ST   ,12944,201ST                    ,,2.0,8,1110,0,1530,0,2640,0,0,0,0,420, ,160,0,0,5,2,4,1,0,2,1,0,0,0,2018,0,3,26,4,NE,38.0,5.0,BOTHELL,5553,2,2,4,2,0,0,02/21/2019,2019
143955,680630,390,574500,16206  SE 264TH PL   98042,16206,264TH                    ,98042,2.0,9,1640,0,1650,0,3290,0,0,0,0,0,N,126,0,0,5,2,3,1,0,2,2,0,0,0,1997,0,3,22,26,SE,86.0,1.0,COVINGTON,8899,2,2,4,2,0,0,11/05/2019,2019
143962,680410,117,362500,4509 A S TRENTON ST   98118,4509 ,TRENTON                  ,98118,2.0,7,480,0,460,0,1100,410,160,7,250,0,N,0,0,0,5,2,2,1,0,1,0,0,0,0,2008,0,3,24,34,SE,21.0,3.0,SEATTLE,1200,2,2,4,2,0,0,01/08/2019,2019
143978,679810,510,645000,11525   17TH AVE NE  98125,11525,17TH                     ,98125,1.0,6,820,0,0,0,820,0,0,0,0,0,N,100,100,0,4,3,2,0,0,1,0,0,0,0,1941,0,3,26,28,NW,7.0,5.0,SEATTLE,7980,2,2,4,0,0,0,02/13/2019,2019
143985,680110,5,799000,506  N 185TH PL   ,506  ,185TH                    ,,1.0,8,1580,0,0,0,2570,1500,990,8,510,200,Y,40,0,140,5,2,5,1,0,3,1,0,0,0,2012,0,3,26,6,SW,1.0,7.0,SHORELINE,12576,2,2,4,0,0,0,06/25/2019,2019
143997,679810,310,825000,11511   19TH AVE NE  98125,11511,19TH                     ,98125,2.0,7,1410,0,1280,0,2690,0,0,0,0,0,N,150,0,380,5,2,4,0,0,2,0,0,0,0,1942,2000,3,26,28,NW,7.0,5.0,SEATTLE,8040,2,2,4,0,0,0,12/23/2019,2019
144004,784920,620,365000,8389   FALLS AVE SE  98065,8389 ,FALLS                    ,98065,1.0,6,970,0,0,0,970,970,0,0,0,0, ,40,70,0,4,3,2,0,0,1,0,0,0,0,1922,1990,4,24,32,NW,80.0,2.0,SNOQUALMIE,6720,2,2,4,2,0,0,09/30/2019,2019
144026,784920,960,468000,8674   FALLS AVE SE  98065,8674 ,FALLS                    ,98065,1.0,6,1500,0,0,0,1500,1500,0,0,0,0, ,0,0,280,4,3,4,0,0,2,0,0,0,0,1976,1991,3,24,32,NW,80.0,2.0,SNOQUALMIE,7800,2,2,4,2,0,0,06/24/2019,2019
144028,784920,1061,538000,39185  SE DELTA ST   98065,39185,DELTA                    ,98065,1.5,6,1460,560,0,0,2020,350,0,0,350,0,N,20,140,500,5,2,4,0,2,1,2,0,0,0,1954,0,5,24,32,NW,80.0,2.0,SNOQUALMIE,7200,2,2,4,2,0,0,08/02/2019,2019
144048,785203,770,689000,7521   FERN AVE SE  98065,7521 ,FERN                     ,98065,2.0,7,1090,0,1460,0,2550,0,0,0,0,400,N,140,0,0,5,2,3,1,0,2,1,0,0,0,2000,0,3,24,26,SW,75.0,10.0,SNOQUALMIE,5000,2,2,4,0,0,0,07/22/2019,2019
144056,785206,460,620000,7811   INGRAM LN SE  98065,7811 ,INGRAM                   ,98065,2.0,7,890,0,910,0,1800,0,0,0,0,0,N,280,0,0,5,2,3,1,0,2,1,0,0,0,2000,0,3,24,26,SE,75.0,10.0,SNOQUALMIE,4672,2,2,4,0,0,0,10/17/2019,2019
144061,785209,260,805500,34939  SE SCOTT ST   98065,34939,SCOTT                    ,98065,2.0,9,1480,0,1240,0,2720,0,0,0,0,470,N,160,0,0,5,2,5,0,1,2,1,0,0,0,2001,0,3,24,26,NE,75.0,10.0,SNOQUALMIE,7217,2,2,4,2,0,0,11/19/2019,2019
144067,785214,260,766000,6720   ELDERBERRY AVE SE  98065,6720 ,ELDERBERRY               ,98065,2.0,8,1260,0,1210,0,2470,0,0,0,0,420,N,110,0,0,7,2,3,1,0,2,0,0,1,0,2003,0,3,24,26,NW,75.0,10.0,SNOQUALMIE,6386,2,2,4,0,0,0,03/06/2019,2019
144090,681100,260,1050000,17402  NE 22ND ST   98052,17402,22ND                     ,98052,1.0,8,1340,0,0,0,2450,1210,1110,7,0,460,Y,110,0,160,5,2,5,0,1,2,0,1,0,1,1968,0,5,25,25,NE,91.0,13.0,REDMOND,12054,2,2,4,0,0,0,01/29/2019,2019
144096,680221,450,377500,902   OLSEN PL   98022,902  ,OLSEN                    ,98022,1.0,7,1180,0,0,0,1570,700,390,7,310,130,Y,0,0,200,5,2,3,1,1,1,1,0,0,0,1991,0,4,20,25,NW,41.0,3.0,ENUMCLAW,9096,2,2,4,2,0,0,12/09/2019,2019
144099,680460,960,670000,18333   129TH AVE NE  98011,18333,129TH                    ,98011,2.0,8,1360,0,1120,0,2480,0,0,0,0,570, ,260,0,0,5,3,3,1,1,1,1,0,0,0,1983,0,3,26,9,NE,38.0,5.0,BOTHELL,11620,2,2,4,2,0,0,09/12/2019,2019
144106,680630,530,630000,16116  SE 266TH ST   98042,16116,266TH                    ,98042,2.0,10,1590,0,1490,0,3080,0,0,0,0,790,N,60,0,0,5,2,4,1,0,2,1,1,0,0,1995,0,4,22,26,SE,86.0,1.0,COVINGTON,9802,2,2,4,2,0,0,07/09/2019,2019
144141,680900,240,778880,5211  NE 11TH PL   98059,5211 ,11TH                     ,98059,2.0,9,1130,0,1820,0,2950,0,0,0,0,650,N,20,0,0,5,2,3,0,1,2,1,0,0,0,2016,0,3,23,10,NE,32.0,4.0,RENTON,4500,2,2,4,2,0,0,03/14/2019,2019
144159,785219,390,800000,35018  SE CURTIS DR   98065,35018,CURTIS                   ,98065,2.0,8,1300,0,1470,0,2770,0,0,0,0,450, ,140,0,450,5,2,5,0,1,2,1,0,0,0,2004,0,3,24,26,NW,75.0,10.0,SNOQUALMIE,7800,2,2,4,0,0,0,09/19/2019,2019
144164,785327,440,825500,34418  SE BURKE ST   ,34418,BURKE                    ,,2.0,8,1100,0,1500,0,3400,800,800,8,0,460,Y,50,0,270,5,2,4,1,1,2,1,0,0,0,2005,0,3,24,23,SW,75.0,10.0,SNOQUALMIE,5048,2,2,4,0,0,0,07/15/2019,2019
144169,680630,960,629000,26611   161ST AVE SE  98042,26611,161ST                    ,98042,2.0,10,1580,0,1550,0,3130,0,0,0,0,780, ,50,0,0,5,2,5,1,0,2,1,1,0,0,1996,0,3,22,26,SE,86.0,1.0,COVINGTON,7500,2,2,4,2,0,0,07/18/2019,2019
144191,680220,10,479950,841   WARNER AVE W  98022,841  ,WARNER                   ,98022,1.0,7,1680,0,0,0,2500,820,820,7,0,0,Y,0,110,0,7,3,5,1,0,2,0,1,0,0,1973,0,5,20,25,NW,41.0,3.0,ENUMCLAW,18221,2,1,4,2,0,0,06/25/2019,2019
144197,680610,380,485000,14578  SE 153RD PL   98058,14578,153RD                    ,98058,2.0,7,870,0,1300,0,2170,0,0,0,0,400, ,90,0,0,5,2,3,1,0,2,1,0,0,0,2005,0,3,23,22,SE,84.0,2.0,RENTON,4600,2,2,4,0,0,1,08/30/2019,2019
144199,160459,100,875000,23316  SE 14TH CT   98075,23316,14TH                     ,98075,2.0,10,1530,0,500,0,2640,1390,610,9,680,100,Y,0,0,200,5,2,4,0,0,3,1,1,0,0,1995,0,3,24,3,NW,69.0,5.0,SAMMAMISH,15503,2,1,4,2,0,0,04/18/2019,2019
144276,162870,194,660000,17221   195TH PL NE  98077,17221,195TH                    ,98077,1.0,8,1710,0,0,0,2380,890,670,7,220,310,Y,0,0,160,5,3,3,1,1,1,1,0,0,0,1977,0,4,26,7,SE,95.0,5.0,KING COUNTY,35225,2,1,3,2,0,0,12/23/2019,2019
144290,712930,1040,565000,9917   64TH AVE S  98118,9917 ,64TH                     ,98118,1.5,7,1080,450,0,0,1710,700,180,5,0,0, ,140,0,0,7,2,2,0,1,1,1,0,0,0,1922,0,3,23,2,NE,22.0,3.0,SEATTLE,5650,2,2,4,2,0,0,04/25/2019,2019
144334,785330,2110,650000,34214  SE CARMICHAEL ST   98065,34214,CARMICHAEL               ,98065,2.0,7,970,0,1300,0,2270,0,0,0,0,400, ,70,0,0,7,2,3,1,0,2,1,0,0,0,2007,0,3,24,26,NW,75.0,10.0,SNOQUALMIE,4399,2,2,4,0,0,0,12/09/2019,2019
144385,784920,2295,479000,8311   PEGGYS PL SE  98065,8311 ,PEGGYS                   ,98065,2.0,7,740,0,730,0,1470,740,0,0,740,0,N,50,0,110,5,2,3,1,0,2,1,0,0,0,1999,0,3,24,31,NE,80.0,2.0,SNOQUALMIE,4014,2,2,4,2,0,0,07/10/2019,2019
144387,784970,120,407907,8101   OLMSTEAD AVE SE  98065,8101 ,OLMSTEAD                 ,98065,1.5,6,1250,390,0,0,1640,0,0,0,0,0,N,140,0,0,1,1,4,0,1,1,1,0,0,0,1931,0,3,24,31,NE,80.0,2.0,SNOQUALMIE,7200,2,2,4,2,0,0,02/15/2019,2019
144393,251710,970,438999,22686   129TH PL SE  ,22686,129TH                    ,,2.0,7,870,0,1220,0,2090,0,0,0,0,400, ,30,0,0,5,2,3,1,0,2,1,0,0,0,2007,0,3,22,16,NE,29.0,2.0,KENT,4993,2,2,4,2,0,1,04/05/2019,2019
144521,346030,90,930000,5300   153RD AVE SE  98006,5300 ,153RD                    ,98006,1.0,9,1670,0,0,0,2820,1670,1150,8,520,0,Y,0,0,490,5,2,3,1,1,1,0,1,0,1,1962,0,5,24,23,NW,31.0,8.0,BELLEVUE,37069,2,1,4,0,0,0,12/04/2019,2019
144533,680220,320,375000,403   WARWICK ST   98022,403  ,WARWICK                  ,98022,2.0,7,850,0,680,0,1530,0,0,0,0,440, ,0,0,0,5,2,3,1,0,2,1,0,0,0,1990,0,3,20,25,NW,41.0,3.0,ENUMCLAW,8912,2,2,4,2,0,0,12/13/2019,2019
144540,680460,590,578000,18720   129TH AVE NE  98011,18720,129TH                    ,98011,2.0,8,850,0,700,0,1550,0,0,0,0,440,N,0,0,190,5,2,3,1,1,1,1,0,0,0,1980,0,3,26,4,SE,38.0,5.0,BOTHELL,9636,2,2,4,2,0,0,06/26/2019,2019
144570,350160,85,570000,342  NW 89TH ST   98117,342  ,89TH                     ,98117,1.0,6,650,0,0,0,650,0,0,0,0,0,N,0,40,0,5,2,2,0,0,1,0,0,0,0,1910,0,3,26,36,SE,6.0,8.0,SEATTLE,4800,2,2,4,2,0,0,07/17/2019,2019
144571,350160,125,935000,8903   3RD AVE NW  98117,8903 ,3RD                      ,98117,1.5,7,1040,400,0,0,2460,1020,1020,7,0,0,N,60,0,0,5,2,5,1,1,2,0,1,0,0,1915,0,5,26,36,SE,6.0,8.0,SEATTLE,6240,2,2,4,2,0,1,02/06/2019,2019
144572,784920,2297,525000,8307   PEGGYS PL SE  98065,8307 ,PEGGYS                   ,98065,2.0,7,790,0,790,0,1580,770,0,0,770,0,N,60,0,200,5,2,3,1,0,2,1,0,0,0,1999,0,4,24,31,NE,80.0,2.0,SNOQUALMIE,4083,2,2,4,2,0,0,05/17/2019,2019
144620,350010,206,400000,14547   26TH AVE NE  98155,14547,26TH                     ,98155,1.0,6,1060,0,0,0,1400,340,340,5,0,0,Y,0,0,0,5,1,2,0,0,1,1,0,0,0,1950,0,3,26,16,SE,3.0,7.0,SHORELINE,8196,2,2,4,0,0,0,10/14/2019,2019
144625,352106,9112,436500,38323   247TH AVE SE  98022,38323,247TH                    ,98022,1.0,7,1750,0,0,0,1750,0,0,0,0,530, ,0,0,0,5,3,3,0,0,2,0,0,1,0,1984,0,4,21,35,SW,40.0,1.0,KING COUNTY,53010,2,1,3,2,0,0,02/26/2019,2019
144642,350160,100,732000,330  NW 89TH ST   98117,330  ,89TH                     ,98117,1.5,7,780,390,0,0,1950,780,780,6,0,0,N,0,0,160,5,2,3,0,1,1,0,0,0,0,1926,0,5,26,36,SE,6.0,8.0,SEATTLE,4800,2,2,4,2,0,0,06/25/2019,2019
144667,344950,70,548500,3401  NE 17TH PL   98056,3401 ,17TH                     ,98056,1.0,7,1300,0,0,0,1300,260,0,0,260,0,N,0,0,0,5,2,3,0,0,2,1,0,0,0,1959,2000,4,23,4,SE,85.0,1.0,RENTON,7560,2,2,4,0,0,0,02/04/2019,2019
144670,344950,120,424950,3400  NE 17TH ST   98056,3400 ,17TH                     ,98056,1.0,7,1250,0,0,0,1250,0,0,0,0,0,N,0,0,100,5,2,3,0,1,1,1,0,0,0,1958,0,4,23,4,SE,85.0,1.0,RENTON,7560,2,2,4,0,0,0,09/06/2019,2019
144707,252531,120,399950,23306  SE 264TH ST   98038,23306,264TH                    ,98038,1.0,7,1060,0,0,0,1500,920,440,7,480,0,Y,0,0,190,5,3,3,1,0,2,1,0,0,0,1980,0,4,22,27,SW,56.0,3.0,MAPLE VALLEY,9775,2,1,4,0,0,0,07/30/2019,2019
144712,252550,370,485000,161   BREMERTON PL NE  98059,161  ,BREMERTON                ,98059,1.0,7,1300,0,0,0,1300,0,0,0,0,440,N,100,0,560,5,2,3,0,1,1,1,0,0,0,1986,0,4,23,15,NW,32.0,5.0,RENTON,8172,2,2,4,0,0,0,07/23/2019,2019
144790,349130,236,949997,7517   14TH AVE NW  98117,7517 ,14TH                     ,98117,1.0,7,1040,0,0,0,1300,1040,260,5,0,0,N,0,0,0,5,2,3,0,0,1,0,1,0,0,1946,0,3,25,1,NW,82.0,11.0,SEATTLE,5461,2,2,4,2,0,0,02/12/2019,2019
144821,345040,290,430000,1061   ANACORTES CT NE  98059,1061 ,ANACORTES                ,98059,1.0,7,1010,0,0,0,1730,1010,720,6,290,0,N,0,0,220,5,2,3,1,0,1,0,1,0,1,1965,0,4,23,10,NW,32.0,4.0,RENTON,9108,2,2,4,0,0,0,08/19/2019,2019
144837,252603,9122,865000,12015   7TH AVE NW  98177,12015,7TH                      ,98177,1.0,8,1210,0,0,0,2420,1210,1210,7,0,480,Y,0,0,450,5,1,3,0,1,1,0,1,0,1,1947,0,4,26,25,NE,39.0,14.0,SEATTLE,6000,2,2,4,2,0,0,06/27/2019,2019
144840,345900,160,645000,20146   53RD AVE NE  98155,20146,53RD                     ,98155,1.0,8,1380,0,0,0,2720,1340,1340,8,0,560,Y,0,0,310,5,2,5,0,2,1,0,1,0,1,1965,0,3,26,3,NE,4.0,3.0,LAKE FOREST PARK,9400,2,2,4,0,0,0,11/19/2019,2019
144866,346880,501,683450,6922   CARLETON AVE S  ,6922 ,CARLETON                 ,,2.0,8,760,0,720,0,1880,690,400,8,290,0,Y,40,0,0,5,3,3,1,0,3,0,0,0,0,2017,0,3,24,29,NE,18.0,6.0,SEATTLE,1978,2,2,4,2,0,0,02/20/2019,2019
144887,351800,120,349950,2818  SW 350TH PL   98023,2818 ,350TH                    ,98023,1.0,7,890,0,0,0,1250,760,360,7,400,100,Y,0,0,80,5,3,3,0,0,2,0,1,0,0,1983,0,3,21,24,SW,53.0,17.0,FEDERAL WAY,7202,2,2,4,2,0,0,11/20/2019,2019
144897,350980,80,425000,19023   7TH AVE S  98148,19023,7TH                      ,98148,1.0,7,1030,0,0,0,1580,550,550,6,0,480,Y,0,0,0,5,2,3,0,1,1,1,0,0,0,1965,0,3,23,32,SW,96.0,1.0,BURIEN,10588,2,1,4,2,0,0,10/25/2019,2019
144905,352202,9105,810000,28300   137TH AVE SW  98070,28300,137TH                    ,98070,2.0,8,900,0,1490,0,2390,0,0,0,0,580,N,1180,0,440,5,3,3,1,1,1,0,1,0,0,1991,0,5,22,35,SE,100.0,6.0,KING COUNTY,435600,1,1,3,2,0,0,08/05/2019,2019
144915,345030,210,389000,4209  NE 11TH ST   98059,4209 ,11TH                     ,98059,1.0,7,960,0,0,0,960,0,0,0,0,320,N,170,0,0,5,2,3,0,0,1,1,0,0,0,1963,0,4,23,10,NW,32.0,4.0,RENTON,7700,2,2,4,0,0,0,12/17/2019,2019
144930,347500,100,1104500,8325  SE 34TH ST   98040,8325 ,34TH                     ,98040,1.0,8,1780,0,0,0,1780,0,0,0,0,750,N,320,0,0,7,5,3,1,1,1,1,0,0,0,1967,0,4,24,12,SE,34.0,2.0,MERCER ISLAND,9732,2,2,4,2,0,0,09/26/2019,2019
